,city,price,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,lat,long
1,"abilene, TX",31999,2012.0,ram,good,8 cylinders,diesel,99454.2400903161,clean,automatic,4wd,full-size,pickup,white,30.648367999999998,-97.862949
2,"abilene, TX",16990,2003.0,ram,good,8 cylinders,diesel,99454.2400903161,clean,manual,4wd,full-size,pickup,white,30.648515999999997,-97.862434
3,"abilene, TX",6000,2002.0,gmc,good,8 cylinders,gas,195000.0,clean,automatic,4wd,full-size,pickup,white,32.4444,-99.9924
4,"abilene, TX",37000,2012.0,chevrolet,excellent,8 cylinders,diesel,178000.0,clean,automatic,4wd,full-size,pickup,silver,32.781689,-98.94224799999999
5,"abilene, TX",3700,2003.0,ford,fair,8 cylinders,gas,269000.0,clean,automatic,4wd,full-size,pickup,silver,32.579640999999995,-99.663505
6,"abilene, TX",19950,2013.0,ford,fair,8 cylinders,gas,116792.0,clean,automatic,4wd,full-size,pickup,white,32.73603,-97.13364399999999
7,"abilene, TX",19999,2006.0,ram,fair,8 cylinders,diesel,99454.2400903161,clean,manual,4wd,full-size,pickup,white,30.647777,-97.862434
8,"abilene, TX",33950,2015.0,ford,fair,8 cylinders,diesel,77350.0,clean,automatic,4wd,full-size,pickup,white,32.754,-97.1348
9,"abilene, TX",25950,2015.0,ford,fair,8 cylinders,gas,121030.0,clean,automatic,4wd,mid-size,truck,white,32.73603,-97.13364399999999
10,"abilene, TX",49950,2018.0,ram,fair,6 cylinders,diesel,60491.0,clean,automatic,4wd,mid-size,truck,white,32.73603,-97.13364399999999
11,"abilene, TX",2300,1964.0,chevrolet,fair,8 cylinders,gas,99454.2400903161,clean,manual,fwd,mid-size,SUV,white,33.1301,-100.2344
12,"abilene, TX",9700,2010.0,cadillac,good,8 cylinders,gas,140000.0,clean,automatic,fwd,mid-size,SUV,white,32.96,-96.8385
13,"abilene, TX",2500,2001.0,chevrolet,fair,8 cylinders,gas,220000.0,clean,automatic,rwd,full-size,pickup,silver,32.279441,-99.830704
14,"abilene, TX",24575,2016.0,ford,excellent,6 cylinders,gas,149000.0,clean,automatic,rwd,full-size,SUV,white,32.373202,-99.77497199999999
15,"abilene, TX",12950,2011.0,cadillac,excellent,6 cylinders,gas,75000.0,clean,automatic,fwd,mid-size,SUV,white,32.437751,-99.728563
16,"abilene, TX",11995,2011.0,gmc,excellent,6 cylinders,gas,140000.0,clean,automatic,fwd,mid-size,SUV,white,32.437751,-99.728563
17,"abilene, TX",31999,2013.0,ford,excellent,6 cylinders,diesel,99454.2400903161,clean,automatic,4wd,full-size,pickup,red,30.64763,-97.864323
18,"abilene, TX",2950,1953.0,mazda,excellent,6 cylinders,gas,99454.2400903161,missing,manual,4wd,full-size,pickup,red,31.7874,-98.9229
19,"abilene, TX",2000,1996.0,mazda,excellent,6 cylinders,gas,149000.0,clean,manual,4wd,full-size,SUV,red,32.2894,-99.8103
20,"abilene, TX",18995,2010.0,jeep,excellent,6 cylinders,gas,112779.0,clean,automatic,4wd,full-size,SUV,red,32.754615,-97.062343
21,"abilene, TX",39999,2014.0,ford,excellent,8 cylinders,diesel,99454.2400903161,clean,automatic,rwd,full-size,pickup,white,30.648663,-97.863293
22,"abilene, TX",19950,2015.0,gmc,excellent,8 cylinders,gas,150270.0,clean,automatic,rwd,full-size,pickup,white,32.73603,-97.13364399999999
23,"abilene, TX",28885,2015.0,ram,excellent,8 cylinders,diesel,99454.2400903161,clean,automatic,4wd,mid-size,truck,black,30.648515999999997,-97.862091
24,"abilene, TX",31790,2014.0,gmc,excellent,8 cylinders,gas,75528.0,clean,automatic,4wd,mid-size,truck,black,31.897388,-98.615578
25,"abilene, TX",20270,2015.0,ram,excellent,8 cylinders,gas,131220.0,clean,automatic,4wd,full-size,truck,white,31.897388,-98.615578
26,"abilene, TX",8490,2008.0,nissan,excellent,8 cylinders,gas,139046.0,clean,automatic,rwd,full-size,SUV,blue,31.897388,-98.615578
27,"abilene, TX",20790,2010.0,jeep,excellent,6 cylinders,gas,101883.0,clean,automatic,4wd,mid-size,SUV,red,31.897388,-98.615578
28,"abilene, TX",29995,2013.0,ram,excellent,6 cylinders,diesel,107392.0,clean,automatic,4wd,mid-size,truck,red,31.897388,-98.615578
29,"abilene, TX",27490,2013.0,gmc,excellent,8 cylinders,gas,72536.0,clean,automatic,4wd,mid-size,truck,white,31.897388,-98.615578
30,"abilene, TX",34990,2012.0,gmc,excellent,8 cylinders,diesel,75802.0,clean,automatic,4wd,full-size,truck,white,31.897388,-98.615578
31,"abilene, TX",13690,2011.0,chevrolet,excellent,8 cylinders,gas,142187.0,clean,automatic,rwd,full-size,SUV,white,31.897388,-98.615578
32,"abilene, TX",18490,2013.0,chevrolet,excellent,8 cylinders,gas,117186.0,clean,automatic,rwd,compact,SUV,white,31.897388,-98.615578
33,"abilene, TX",31995,2012.0,ram,excellent,6 cylinders,diesel,99454.2400903161,clean,automatic,fwd,mid-size,SUV,black,30.649801,-97.8687
34,"abilene, TX",17990,2017.0,nissan,excellent,6 cylinders,gas,61112.0,clean,automatic,fwd,mid-size,SUV,black,31.897388,-98.615578
35,"abilene, TX",13990,2005.0,ram,excellent,6 cylinders,diesel,265201.0,clean,automatic,4wd,full-size,truck,white,31.897388,-98.615578
36,"abilene, TX",49999,2017.0,ram,excellent,4 cylinders,diesel,99454.2400903161,clean,automatic,fwd,full-size,van,white,30.647777,-97.861919
37,"abilene, TX",14950,2015.0,ford,excellent,4 cylinders,gas,106352.0,clean,automatic,fwd,full-size,van,white,32.73603,-97.13364399999999
38,"abilene, TX",35988,2015.0,ram,excellent,8 cylinders,diesel,119959.0,clean,automatic,rwd,full-size,pickup,white,31.070999999999998,-97.3898
39,"abilene, TX",13950,2008.0,chevrolet,excellent,8 cylinders,gas,113711.0,clean,automatic,rwd,full-size,pickup,white,32.736075,-97.13351999999999
40,"abilene, TX",37950,2016.0,chevrolet,excellent,8 cylinders,diesel,77095.0,clean,automatic,4wd,full-size,pickup,white,32.73603,-97.13364399999999
41,"abilene, TX",22950,2016.0,ford,excellent,8 cylinders,gas,98448.0,clean,automatic,rwd,full-size,truck,white,32.73603,-97.13364399999999
42,"abilene, TX",31950,2017.0,ford,excellent,8 cylinders,gas,113274.0,clean,automatic,4wd,full-size,pickup,white,32.73603,-97.13364399999999
43,"abilene, TX",37950,2017.0,ram,excellent,6 cylinders,diesel,64868.0,clean,automatic,4wd,full-size,pickup,white,32.73603,-97.13364399999999
44,"abilene, TX",29949,2013.0,ram,excellent,6 cylinders,diesel,91670.0,clean,automatic,fwd,compact,hatchback,white,31.070999999999998,-97.3898
45,"abilene, TX",16000,2015.0,nissan,excellent,6 cylinders,gas,99454.2400903161,lien,automatic,fwd,compact,hatchback,white,32.432155,-99.748103
46,"abilene, TX",9000,2012.0,volkswagen,good,4 cylinders,gas,87000.0,clean,automatic,fwd,sub-compact,SUV,grey,32.579640999999995,-99.663505
47,"abilene, TX",29998,2017.0,ford,like new,6 cylinders,diesel,149.0,clean,automatic,4wd,mid-size,SUV,black,31.070999999999998,-97.3898
48,"abilene, TX",47988,2016.0,chevrolet,like new,6 cylinders,diesel,82.0,clean,automatic,4wd,mid-size,SUV,black,31.070999999999998,-97.3898
49,"abilene, TX",36500,2017.0,jeep,like new,6 cylinders,gas,99454.2400903161,clean,automatic,4wd,mid-size,SUV,black,32.886189,-96.691103
50,"abilene, TX",31950,2015.0,ram,good,6 cylinders,diesel,138496.0,clean,automatic,4wd,full-size,truck,white,32.73603,-97.13364399999999
51,"abilene, TX",32950,2015.0,ford,good,8 cylinders,diesel,100594.0,clean,automatic,4wd,full-size,truck,white,32.73603,-97.13364399999999
52,"abilene, TX",13950,2014.0,ford,good,8 cylinders,gas,138930.0,clean,automatic,rwd,full-size,van,white,32.73603,-97.13364399999999
53,"abilene, TX",14950,2014.0,ram,good,8 cylinders,gas,124870.0,clean,automatic,rwd,full-size,van,white,32.73603,-97.13364399999999
54,"abilene, TX",15950,2013.0,chevrolet,good,8 cylinders,gas,122450.0,clean,automatic,rwd,full-size,pickup,white,32.73603,-97.13364399999999
55,"albany, GA",14900,2017.0,toyota,good,4 cylinders,gas,52174.0,clean,automatic,fwd,mid-size,sedan,blue,36.88042,-108.180553
56,"albany, GA",6488,2013.0,toyota,good,4 cylinders,gas,148723.0,clean,automatic,fwd,mid-size,sedan,blue,36.88042,-108.180553
57,"albany, GA",2995,2000.0,mazda,good,6 cylinders,gas,99454.2400903161,clean,automatic,fwd,mid-size,van,silver,33.177211,-83.285444
58,"albany, GA",3995,2007.0,infiniti,good,6 cylinders,gas,99454.2400903161,clean,automatic,rwd,mid-size,coupe,grey,33.1356,-83.270627
59,"albany, GA",5300,2010.0,chevrolet,good,6 cylinders,gas,95347.0,clean,automatic,fwd,full-size,sedan,white,34.189519,-83.781129
60,"albany, GA",2500,1985.0,chevrolet,excellent,8 cylinders,gas,99454.2400903161,clean,automatic,4wd,full-size,SUV,white,31.5464,-84.0783
61,"albany, GA",36000,2016.0,gmc,excellent,8 cylinders,gas,99454.2400903161,lien,automatic,4wd,full-size,SUV,white,32.0404,-84.2153
62,"albany, GA",3900,2007.0,chevrolet,excellent,8 cylinders,gas,212000.0,clean,automatic,rwd,full-size,sedan,white,31.5678,-84.1619
63,"albany, GA",0,2018.0,nissan,excellent,8 cylinders,gas,33526.0,clean,automatic,rwd,full-size,van,silver,31.446309999999997,-83.52243
64,"albany, GA",0,2014.0,ram,excellent,8 cylinders,gas,83385.0,clean,automatic,4wd,mid-size,truck,black,31.446309999999997,-83.52243
65,"albany, GA",0,2016.0,ford,excellent,6 cylinders,gas,80485.0,clean,automatic,rwd,mid-size,truck,black,31.446309999999997,-83.52243
66,"albany, GA",0,2016.0,gmc,excellent,8 cylinders,gas,58757.0,clean,automatic,4wd,mid-size,truck,silver,31.446309999999997,-83.52243
67,"albany, GA",15490,2008.0,cadillac,excellent,8 cylinders,gas,135178.0,clean,automatic,4wd,compact,SUV,white,30.454917,-84.345487
68,"albany, GA",0,2016.0,volkswagen,excellent,4 cylinders,gas,63210.0,clean,automatic,fwd,compact,SUV,grey,31.446309999999997,-83.52243
69,"albany, GA",32490,2016.0,chevrolet,excellent,8 cylinders,gas,80215.0,clean,automatic,4wd,mid-size,SUV,black,30.454917,-84.345487
70,"albany, GA",18990,2015.0,toyota,excellent,6 cylinders,gas,70332.0,clean,automatic,fwd,mid-size,van,blue,30.454917,-84.345487
71,"albany, GA",12490,2011.0,infiniti,excellent,6 cylinders,gas,134344.0,clean,automatic,rwd,compact,coupe,white,30.454917,-84.345487
72,"albany, GA",8990,2008.0,toyota,excellent,4 cylinders,gas,101849.0,clean,automatic,fwd,compact,SUV,white,30.454917,-84.345487
73,"albany, GA",13990,2009.0,ram,excellent,8 cylinders,gas,140286.0,clean,automatic,rwd,full-size,pickup,black,30.454917,-84.345487
74,"albany, GA",0,2016.0,nissan,excellent,4 cylinders,gas,65537.0,clean,automatic,fwd,mid-size,wagon,white,31.446309999999997,-83.52243
75,"albany, GA",0,2019.0,chevrolet,excellent,8 cylinders,gas,20003.0,clean,automatic,rwd,mid-size,SUV,white,31.446309999999997,-83.52243
76,"albany, GA",4990,2008.0,gmc,excellent,6 cylinders,gas,200452.0,clean,automatic,fwd,mid-size,SUV,white,30.454917,-84.345487
77,"albany, GA",5300,2008.0,bmw,excellent,6 cylinders,gas,162103.0,clean,automatic,rwd,mid-size,sedan,brown,30.454917,-84.345487
78,"albany, GA",18990,2016.0,dodge,excellent,6 cylinders,gas,71560.0,clean,automatic,rwd,mid-size,sedan,black,30.454917,-84.345487
79,"albany, GA",0,2018.0,gmc,excellent,8 cylinders,gas,34707.0,clean,automatic,rwd,mid-size,SUV,white,31.446309999999997,-83.52243
80,"albany, GA",0,2016.0,ram,excellent,6 cylinders,diesel,73540.0,clean,automatic,4wd,full-size,truck,white,31.446309999999997,-83.52243
81,"albany, GA",0,2008.0,ford,excellent,8 cylinders,gas,88606.0,clean,automatic,rwd,sub-compact,coupe,red,31.446309999999997,-83.52243
82,"albany, GA",0,2016.0,hyundai,excellent,4 cylinders,gas,75472.0,clean,automatic,fwd,mid-size,SUV,white,31.446309999999997,-83.52243
83,"albany, GA",0,2015.0,nissan,excellent,8 cylinders,gas,62551.0,clean,automatic,rwd,full-size,SUV,white,31.446309999999997,-83.52243
84,"albany, GA",0,2015.0,infiniti,excellent,6 cylinders,gas,39611.0,clean,automatic,4wd,full-size,SUV,silver,31.446309999999997,-83.52243
85,"albany, GA",0,2015.0,chevrolet,excellent,8 cylinders,gas,74918.0,clean,automatic,rwd,mid-size,truck,silver,31.446309999999997,-83.52243
86,"albany, GA",0,2016.0,ford,excellent,6 cylinders,gas,88780.0,clean,automatic,fwd,full-size,SUV,blue,31.446309999999997,-83.52243
87,"albany, GA",0,2016.0,ford,excellent,8 cylinders,diesel,46560.0,clean,automatic,4wd,full-size,truck,blue,31.446309999999997,-83.52243
88,"albany, GA",0,2018.0,nissan,excellent,8 cylinders,gas,32286.0,clean,automatic,rwd,mid-size,truck,white,31.446309999999997,-83.52243
89,"albany, GA",0,2015.0,mercedes-benz,excellent,8 cylinders,gas,58700.0,clean,automatic,4wd,mid-size,SUV,blue,31.446309999999997,-83.52243
90,"albany, GA",0,2017.0,toyota,excellent,6 cylinders,gas,24392.0,clean,automatic,4wd,mid-size,SUV,blue,31.446309999999997,-83.52243
91,"albany, GA",0,2014.0,dodge,excellent,8 cylinders,gas,179461.0,clean,automatic,rwd,compact,sedan,red,31.446309999999997,-83.52243
92,"albany, GA",7500,1963.0,mercury,good,4 cylinders,gas,99454.2400903161,clean,automatic,4wd,compact,SUV,silver,31.6812,-84.1593
93,"albany, NY",6000,2010.0,jeep,excellent,4 cylinders,gas,109000.0,clean,automatic,4wd,compact,SUV,silver,42.7198,-73.8207
94,"albany, NY",12950,2011.0,jeep,excellent,6 cylinders,gas,99454.2400903161,clean,automatic,4wd,full-size,sedan,black,42.1764,-72.5761
95,"albany, NY",19900,2011.0,chevrolet,excellent,8 cylinders,gas,71300.0,lien,automatic,fwd,full-size,sedan,silver,42.656000000000006,-73.7964
96,"albany, NY",2800,2005.0,hyundai,good,6 cylinders,gas,155000.0,clean,automatic,fwd,full-size,sedan,silver,42.775591999999996,-74.013203
97,"albany, NY",900,1938.0,pontiac,fair,6 cylinders,gas,99454.2400903161,missing,automatic,rwd,mid-size,sedan,black,42.7667,-73.4719
98,"albany, NY",15997,2016.0,kia,excellent,8 cylinders,gas,98299.0,clean,automatic,fwd,full-size,SUV,black,42.598178999999995,-73.70829499999999
99,"albany, NY",16097,2016.0,hyundai,excellent,8 cylinders,gas,34991.0,clean,automatic,fwd,full-size,sedan,blue,42.598178999999995,-73.70829499999999
100,"albany, NY",32997,2014.0,ram,excellent,8 cylinders,diesel,69154.0,clean,automatic,4wd,full-size,pickup,blue,42.598178999999995,-73.70829499999999
101,"albany, NY",12500,2007.0,jeep,excellent,8 cylinders,gas,99000.0,clean,manual,4wd,full-size,pickup,blue,42.4865,-73.9206
102,"albany, NY",18990,2005.0,chevrolet,excellent,8 cylinders,diesel,217602.0,clean,automatic,4wd,full-size,pickup,blue,42.875305,-71.156237
103,"albany, NY",24990,2014.0,chevrolet,excellent,8 cylinders,gas,135239.0,clean,automatic,4wd,full-size,truck,blue,42.875305,-71.156237
104,"albany, NY",19990,2008.0,chevrolet,excellent,8 cylinders,diesel,176342.0,clean,automatic,4wd,full-size,truck,blue,42.875305,-71.156237
105,"albany, NY",10990,2008.0,chevrolet,excellent,8 cylinders,gas,173884.0,clean,automatic,4wd,full-size,pickup,purple,42.875305,-71.156237
106,"albany, NY",12990,2006.0,ford,excellent,8 cylinders,diesel,205239.0,clean,automatic,4wd,full-size,pickup,blue,42.875305,-71.156237
107,"albany, NY",17990,2005.0,chevrolet,excellent,8 cylinders,diesel,108906.0,clean,automatic,4wd,full-size,truck,blue,42.875305,-71.156237
108,"albany, NY",23990,2008.0,chevrolet,excellent,8 cylinders,diesel,142016.0,clean,automatic,4wd,full-size,pickup,blue,42.875305,-71.156237
109,"albany, NY",11990,2013.0,honda,excellent,4 cylinders,gas,110049.0,clean,manual,fwd,sub-compact,sedan,orange,42.875305,-71.156237
110,"albany, NY",16990,2005.0,chevrolet,excellent,8 cylinders,diesel,118056.0,clean,automatic,4wd,full-size,truck,red,42.875305,-71.156237
111,"albany, NY",6990,2005.0,chevrolet,excellent,8 cylinders,gas,180582.0,clean,automatic,4wd,full-size,pickup,grey,42.875305,-71.156237
112,"albany, NY",9990,2005.0,chevrolet,excellent,8 cylinders,gas,89552.0,clean,automatic,4wd,full-size,pickup,blue,42.875305,-71.156237
113,"albany, NY",0,2010.0,ford,good,8 cylinders,gas,130175.0,clean,automatic,4wd,full-size,pickup,silver,42.265828000000006,-73.763478
114,"albany, NY",4000,2010.0,ford,good,6 cylinders,gas,223000.0,clean,automatic,4wd,full-size,truck,black,42.9221,-74.5708
115,"albany, NY",12995,2008.0,toyota,excellent,4 cylinders,gas,84322.0,clean,manual,4wd,full-size,truck,black,43.223552000000005,-77.372473
116,"albany, NY",7495,2010.0,ford,excellent,6 cylinders,gas,101961.0,clean,other,fwd,mid-size,wagon,silver,43.223552000000005,-77.372473
117,"albany, NY",15900,2007.0,dodge,excellent,6 cylinders,gas,76900.0,clean,automatic,fwd,mid-size,mini-van,brown,42.202,-72.6262
118,"albany, NY",35000,2017.0,jeep,excellent,8 cylinders,gas,99454.2400903161,clean,automatic,4wd,compact,other,white,42.7287,-73.6683
119,"albany, NY",46900,2015.0,ford,excellent,8 cylinders,diesel,14747.0,clean,automatic,4wd,full-size,other,white,42.4759,-73.3773
120,"albany, NY",18995,2014.0,honda,like new,4 cylinders,gas,18759.0,clean,automatic,4wd,mid-size,sedan,white,42.675374,-73.78458499999999
121,"albany, NY",6995,2007.0,honda,good,6 cylinders,gas,154557.0,clean,automatic,4wd,full-size,SUV,white,42.675374,-73.78458499999999
122,"albany, NY",6495,2010.0,ford,good,8 cylinders,gas,153000.0,clean,automatic,4wd,full-size,van,black,42.5959,-72.2267
123,"albany, NY",13775,2002.0,jaguar,excellent,8 cylinders,gas,60000.0,clean,automatic,4wd,full-size,SUV,silver,42.4321,-73.6683
124,"albany, NY",15995,2008.0,jeep,excellent,6 cylinders,gas,150445.0,clean,automatic,4wd,full-size,SUV,silver,41.9099,-72.6029
125,"albany, NY",1,2012.0,ram,good,8 cylinders,diesel,95000.0,clean,automatic,4wd,full-size,van,white,42.6158,-73.8373
126,"albany, NY",7995,2007.0,ford,good,8 cylinders,gas,41000.0,clean,automatic,4wd,full-size,van,white,42.5959,-72.2267
127,"albany, NY",2250,1996.0,mazda,good,4 cylinders,gas,99454.2400903161,clean,manual,4wd,full-size,SUV,brown,42.7462,-73.763
128,"albany, NY",13500,2012.0,honda,good,4 cylinders,gas,84000.0,clean,automatic,4wd,full-size,SUV,brown,42.6973,-73.8975
129,"albany, NY",9000,2010.0,bmw,good,6 cylinders,gas,100850.0,clean,automatic,4wd,full-size,sedan,orange,42.713,-73.7739
130,"albany, NY",24500,2002.0,dodge,good,6 cylinders,diesel,140500.0,clean,manual,4wd,compact,truck,orange,43.0734,-76.0558
131,"albany, NY",6950,2005.0,dodge,excellent,8 cylinders,gas,87000.0,clean,automatic,4wd,compact,truck,red,43.005,-73.8486
132,"albany, NY",900,1990.0,toyota,fair,4 cylinders,gas,99454.2400903161,clean,automatic,fwd,compact,sedan,blue,42.8499,-73.7851
133,"albany, NY",9866,2007.0,chevrolet,good,6 cylinders,gas,87300.0,clean,automatic,4wd,full-size,pickup,white,42.995482,-74.27959399999999
134,"albany, NY",3000,1999.0,ram,fair,8 cylinders,gas,99454.2400903161,clean,automatic,4wd,full-size,truck,red,42.6158,-73.8373
135,"albany, NY",7500,1986.0,hyundai,like new,8 cylinders,gas,99454.2400903161,clean,manual,4wd,full-size,truck,red,42.9695,-74.1556
136,"albany, NY",7500,2015.0,hyundai,like new,8 cylinders,gas,99454.2400903161,clean,automatic,4wd,full-size,truck,grey,42.656000000000006,-73.7964
137,"albany, NY",14800,2011.0,ford,good,8 cylinders,gas,95988.0,clean,automatic,4wd,full-size,truck,green,43.162643,-75.417513
138,"albany, NY",2400,1983.0,bmw,excellent,8 cylinders,gas,99454.2400903161,clean,manual,4wd,full-size,pickup,silver,43.3149,-73.5746
139,"albany, NY",62000,1967.0,ram,excellent,8 cylinders,gas,99454.2400903161,clean,manual,4wd,full-size,pickup,silver,42.6615,-74.3047
140,"albany, NY",21997,2016.0,ram,excellent,4 cylinders,gas,73351.0,clean,automatic,4wd,full-size,pickup,black,42.598178999999995,-73.70829499999999
141,"albany, NY",17997,2011.0,lexus,excellent,4 cylinders,gas,59037.0,clean,automatic,fwd,full-size,sedan,black,42.598178999999995,-73.70829499999999
142,"albany, NY",17797,2008.0,volkswagen,excellent,4 cylinders,gas,78023.0,clean,automatic,4wd,full-size,hatchback,blue,42.598178999999995,-73.70829499999999
143,"albany, NY",7800,2012.0,subaru,excellent,4 cylinders,gas,122000.0,clean,automatic,4wd,full-size,sedan,blue,42.638000000000005,-73.6109
144,"albany, NY",1200,2010.0,volvo,good,5 cylinders,gas,139000.0,clean,automatic,4wd,compact,sedan,white,42.7003,-73.8575
145,"albany, NY",3700,2012.0,dodge,good,6 cylinders,gas,99454.2400903161,clean,automatic,fwd,full-size,mini-van,white,43.005,-73.8486
146,"albany, NY",19800,2013.0,ford,good,8 cylinders,gas,101020.0,clean,automatic,4wd,full-size,truck,blue,42.777828,-73.74899
147,"albany, NY",25900,2013.0,chevrolet,good,8 cylinders,diesel,111079.0,clean,automatic,4wd,full-size,truck,red,42.777828,-73.74899
148,"albany, NY",11800,2005.0,jeep,good,6 cylinders,gas,158432.0,clean,automatic,4wd,full-size,wagon,custom,42.777828,-73.74899
149,"albany, NY",40900,2013.0,ford,good,8 cylinders,diesel,57157.0,clean,automatic,rwd,full-size,truck,white,42.777828,-73.74899
150,"albany, NY",38995,2013.0,ford,good,8 cylinders,diesel,75852.0,clean,automatic,4wd,full-size,truck,custom,42.777828,-73.74899
151,"albany, NY",9900,2004.0,lexus,good,6 cylinders,gas,89319.0,clean,automatic,4wd,full-size,wagon,blue,42.777828,-73.74899
152,"albany, NY",45995,2015.0,chevrolet,good,8 cylinders,diesel,77125.0,clean,automatic,4wd,full-size,truck,black,42.777828,-73.74899
153,"albany, NY",18995,2012.0,jeep,good,6 cylinders,gas,48903.0,clean,other,4wd,full-size,wagon,black,42.777828,-73.74899
154,"albany, NY",42500,2014.0,ford,good,8 cylinders,diesel,67586.0,clean,automatic,4wd,full-size,truck,white,42.777828,-73.74899
155,"albany, NY",22800,2011.0,jeep,good,6 cylinders,gas,71709.0,clean,other,4wd,full-size,wagon,white,42.777828,-73.74899
156,"albany, NY",24900,2011.0,ram,good,6 cylinders,diesel,112900.0,clean,automatic,4wd,full-size,truck,white,42.777828,-73.74899
157,"albany, NY",17500,2008.0,jeep,good,6 cylinders,gas,124058.0,clean,automatic,4wd,full-size,wagon,silver,42.777828,-73.74899
158,"albany, NY",26900,2016.0,ford,good,8 cylinders,gas,96190.0,clean,automatic,4wd,full-size,truck,black,42.777828,-73.74899
159,"albany, NY",43900,2015.0,gmc,good,8 cylinders,diesel,98498.0,clean,automatic,4wd,full-size,truck,black,42.777828,-73.74899
160,"albany, NY",4995,2007.0,jeep,good,6 cylinders,gas,156217.0,clean,automatic,4wd,full-size,SUV,grey,42.708553,-73.697367
161,"albany, NY",19900,2011.0,jeep,good,6 cylinders,gas,48649.0,clean,other,4wd,full-size,wagon,blue,42.777828,-73.74899
162,"albany, NY",18900,2011.0,chevrolet,good,8 cylinders,gas,127160.0,clean,automatic,4wd,full-size,truck,red,42.777828,-73.74899
163,"albany, NY",24800,2014.0,chevrolet,good,8 cylinders,gas,32915.0,clean,automatic,rwd,full-size,truck,blue,42.777828,-73.74899
164,"albany, NY",13900,2006.0,toyota,good,6 cylinders,gas,129956.0,clean,manual,4wd,full-size,truck,black,42.777828,-73.74899
165,"albany, NY",18800,2011.0,mercedes-benz,good,6 cylinders,diesel,116175.0,clean,automatic,4wd,full-size,wagon,blue,42.777828,-73.74899
166,"albany, NY",19900,2011.0,rover,good,8 cylinders,gas,71828.0,clean,automatic,4wd,full-size,SUV,silver,42.777828,-73.74899
167,"albany, NY",19900,2015.0,jeep,good,6 cylinders,gas,60462.0,clean,automatic,4wd,mid-size,wagon,grey,42.777828,-73.74899
168,"albany, NY",31995,2015.0,mercedes-benz,good,4 cylinders,diesel,13337.0,clean,automatic,rwd,mid-size,van,white,42.777828,-73.74899
169,"albany, NY",3495,2007.0,ford,good,8 cylinders,gas,204000.0,clean,automatic,4wd,full-size,van,white,42.5959,-72.2267
170,"albany, NY",8995,2013.0,subaru,excellent,4 cylinders,gas,140254.0,clean,automatic,4wd,full-size,pickup,white,42.6683,-73.7744
171,"albany, NY",25999,2012.0,ram,excellent,8 cylinders,gas,113794.0,clean,automatic,4wd,full-size,pickup,white,39.4991,-76.9101
172,"albany, NY",22999,2011.0,ford,excellent,8 cylinders,gas,89703.0,clean,automatic,4wd,full-size,pickup,grey,39.4991,-76.9101
173,"albany, NY",29999,2011.0,chevrolet,excellent,8 cylinders,diesel,114637.0,clean,automatic,4wd,full-size,pickup,white,39.4991,-76.9101
174,"albany, NY",34999,2010.0,ford,excellent,8 cylinders,diesel,78999.0,clean,automatic,4wd,full-size,pickup,white,39.4991,-76.9101
175,"albany, NY",37999,2015.0,ram,excellent,8 cylinders,diesel,106466.0,clean,automatic,4wd,full-size,pickup,white,39.4991,-76.9101
176,"albany, NY",29999,2012.0,ford,excellent,8 cylinders,diesel,103288.0,clean,automatic,4wd,full-size,pickup,white,39.4991,-76.9101
177,"albany, NY",49997,2015.0,gmc,excellent,8 cylinders,diesel,37552.0,clean,automatic,4wd,full-size,pickup,green,42.598178999999995,-73.70829499999999
178,"albany, NY",43997,2017.0,gmc,excellent,8 cylinders,diesel,53710.0,clean,automatic,4wd,full-size,pickup,black,42.598178999999995,-73.70829499999999
179,"albany, NY",21997,2010.0,ford,excellent,8 cylinders,gas,86604.0,clean,automatic,4wd,full-size,pickup,white,42.598178999999995,-73.70829499999999
180,"albany, NY",41997,2014.0,ford,excellent,8 cylinders,diesel,63244.0,clean,automatic,4wd,full-size,pickup,red,42.598178999999995,-73.70829499999999
181,"albany, NY",28997,2015.0,dodge,excellent,8 cylinders,gas,69038.0,clean,automatic,4wd,full-size,SUV,white,42.598178999999995,-73.70829499999999
182,"albany, NY",29797,2011.0,chevrolet,excellent,8 cylinders,diesel,124573.0,clean,automatic,4wd,full-size,pickup,silver,42.598178999999995,-73.70829499999999
183,"albany, NY",18500,2015.0,audi,good,8 cylinders,gas,99454.2400903161,lien,automatic,4wd,full-size,SUV,black,42.8091,-73.8693
184,"albany, NY",5995,2011.0,ford,good,8 cylinders,gas,180000.0,clean,automatic,4wd,full-size,van,black,42.5959,-72.2267
185,"albany, NY",0,2005.0,gmc,good,8 cylinders,gas,104755.0,clean,automatic,4wd,full-size,pickup,green,42.265828000000006,-73.763478
186,"albany, NY",2995,2007.0,chevrolet,good,6 cylinders,gas,128000.0,clean,automatic,fwd,full-size,sedan,brown,42.5959,-72.2267
187,"albany, NY",10995,2009.0,ford,good,8 cylinders,gas,124000.0,clean,automatic,4wd,full-size,truck,blue,42.5959,-72.2267
188,"albany, NY",19500,2011.0,chevrolet,like new,8 cylinders,gas,99454.2400903161,missing,manual,4wd,full-size,coupe,yellow,41.6052,-71.9808
189,"albany, NY",8499,2009.0,bmw,like new,8 cylinders,gas,99454.2400903161,clean,automatic,4wd,full-size,coupe,white,42.8499,-73.7851
